,org_airport,dest_airport,dist
6372,LAS,BLI,954
6381,CMH,MSP,626
6387,ORD,ORF,717
6389,ORD,CAK,343
6390,ORD,MHT,843
6392,EWR,PVD,160
6407,ORD,STL,258
6415,SRQ,ORD,1050
6418,ORD,LEX,323
6430,XNA,IAH,438
6431,MOB,ORD,779
6433,JMS,DVL,83
6440,SGU,DEN,517
6443,SEA,CLT,2279
6447,BNA,MCI,491
6448,BUF,TPA,1053
6454,MCO,RDU,534
6455,MDW,BOS,861
6456,MDW,BWI,611
6458,MDW,PIT,402
6459,MDW,RDU,632
6460,PVD,MDW,842
6464,TPA,LAS,1984
6477,BOS,MSY,1368
6479,MSP,IND,503
6481,MSP,FAR,223
6487,EWR,AVL,583
6488,ORD,SAV,773
6490,ORD,PVD,849
6491,ORD,CWA,212
6492,MCO,ILG,841
6494,OGG,SJC,2355
6500,GRB,MSP,252
6503,ATL,MLU,448
6505,ELP,ATL,1282
6526,BDL,MDW,777
6534,MDW,ALB,717
6536,MDW,CLE,307
6538,MDW,ORF,704
6541,RSW,CAK,991
6543,SMF,PDX,479
6544,OKC,DAL,181
6555,ANC,HNL,2777
6556,OGG,SEA,2640
6563,RST,ORD,268
6568,MSP,OKC,694
6569,ORF,JFK,290
6574,IAH,CAE,878
6575,GTR,ATL,241
6581,SJU,PHL,1576
6583,ATL,OAJ,399
6591,BET,ANC,399
6593,CHS,BOS,818
6605,BWI,ALB,289
6612,MDW,LIT,544
6619,LAS,DCA,2089
6636,CLE,BOS,563
6646,PSC,SLC,521
6657,EWR,CVG,569
6661,SUN,DEN,557
6670,DCA,SLC,1851
6673,ORD,HPN,738
6674,BZN,IAH,1385
6683,BWI,ORF,159
6684,CAK,RSW,991
6690,RDU,BNA,442
6707,SEA,FAI,1533
6710,DFW,LCH,295
6711,ATL,ABE,692
6715,DFW,EVV,642
6716,BIS,ORD,716
6719,ORD,ALO,234
6727,ICT,DEN,420
6729,OGG,LAX,2486
6738,ATL,ABY,145
6739,ATL,PHF,508
6750,CAK,TPA,894
6757,SAN,MCI,1334
6762,STL,RSW,979
6784,IAH,JAX,817
6787,SDF,ORD,287
6789,DFW,SPI,630
6801,ATL,LIT,453
6802,RDU,EWR,416
6806,ACY,TPA,913
6807,LAS,IAD,2065
6809,ATL,BUF,712
6814,SMF,ORD,1781
6815,ATL,CHS,259
6818,PHL,LAX,2402
6819,SJU,CLT,1475
6822,PHL,PIT,268
6824,BOI,LAS,519
6827,CLE,BWI,314
6842,AMA,LAS,758
6847,TPA,MCI,1048
6871,ATL,SHV,551
6880,SAF,LAX,710
6889,SLC,GJT,216
6890,SLC,SGU,272
6896,SLC,COS,411
6901,ORD,HSV,510
6906,AUS,CLT,1032
6913,ISP,TPA,1034
6921,MDW,BDL,777
6923,ALB,LAS,2237
6931,OGG,SFO,2338
6955,ATL,DHN,170
6961,ORD,MDT,594
6964,SLC,TWF,175
6972,CVG,MCO,757
6977,JAC,IAH,1265
6986,SLC,OMA,840
6995,DAY,BWI,406
7001,MDW,IAD,577
7008,OMA,LAS,1099
7020,JNU,PSG,123
7028,SLC,MCO,1931
7030,ATL,TYS,152
7036,RAP,ORD,779
7037,EWR,XNA,1131
7041,DFW,BMI,690
7046,TUS,PDX,1119
7048,OMA,SLC,840
7060,SDF,IAD,451
7065,TUS,ATL,1541
7066,GSP,IAH,837
7075,JFK,LGB,2465
7081,CVG,DEN,1069
7085,LIH,LAX,2615
7092,BWI,SDF,495
7093,DAL,AMA,323
7097,FNT,TPA,1036
7102,MDW,JAX,849
7103,MDW,RSW,1105
7108,PHX,TUL,935
7111,SJC,BUR,296
7119,KOA,LAX,2504
7124,STT,JFK,1623
7128,MIA,STL,1068
7131,ANC,ADK,1192
7141,ORD,ELM,566
7151,CHA,ORD,501
7152,LGA,SDF,659
7160,SRQ,BOS,1220
7162,IAH,SHV,192
7170,IAH,MLU,262
7180,BUF,MDW,468
7184,LIT,LAS,1294
7186,MKE,DCA,634
7187,ATL,CAK,528
7196,OGG,PHX,2845
7208,AUS,SLC,1086
7218,TYS,LGA,647
7227,SAT,SLC,1087
7231,ISN,IAH,1330
7232,CLL,IAH,74
7237,RSW,PHL,993
7249,RSW,CMH,930
7255,HOU,ELP,677
7269,JNU,SEA,909
7280,LCH,IAH,127
7281,CRP,HRL,107
7282,DEN,TYS,1162
7292,GCC,SLC,410
7293,EGE,EWR,1725
7295,PVD,IAD,372
7302,ORD,ALB,723
7303,STT,IAD,1606
7307,GUC,IAH,886
7317,MSY,STL,604
7321,SJC,MDW,1838
7334,DFW,ELP,551
7335,EGE,ORD,1007
7339,LIH,SEA,2701
7341,BDL,SJU,1666
7350,ATL,VLD,208
7353,CHO,LGA,305
7358,MIA,BHM,661
7365,CVG,EWR,569
7366,ILM,CLT,185
7367,EWR,MSN,799
7381,AUS,ELP,528
7386,HOU,TUL,453
7389,MCI,BOS,1256
7393,MSY,PHX,1300
7396,SFO,MDW,1855
7397,SJU,BWI,1565
7427,SFO,BFL,238
7430,ORD,CHO,567
7439,DEN,DIK,488
7441,STL,IAH,667
7442,SAV,IAD,515
7443,SUN,SFO,587
7449,TYR,IAH,163
7464,MCI,BNA,491
7471,SMF,SNA,404
7472,SNA,HOU,1357
7482,OGG,BLI,2681
7483,KOA,SEA,2688
7485,CHS,DCA,444
7487,ATL,DAY,432
7491,STL,IAD,696
7494,DFW,GSP,862
7507,DVL,DEN,638
7512,HDN,IAH,985
7519,FAR,SLC,866
7522,CLT,BDL,644
7535,MCI,TPA,1048
7546,KOA,SFO,2367
7548,MTJ,IAH,927
7564,IAH,AMA,517
7566,CLT,IAD,322
7567,RDU,CLE,416
7569,HNL,OAK,2409
7578,SEA,SBA,908
7584,EGE,IAH,934
7601,IAH,LBB,458
7607,IAH,GRK,166
7624,ECP,HOU,571
7626,ICT,MDW,589
7660,SFO,IND,1943
7663,DAY,IAD,368
7679,LIH,SFO,2447
7684,DAL,SFO,1476
7687,AUS,TPA,928
7688,FLL,AUS,1105
7691,MSY,SAN,1599
7693,SDF,MCO,719
7697,CLT,STL,575
7712,MEI,PIB,69
7713,EWR,GSO,445
7725,ORD,SUX,436
7730,SAN,BOI,749
7733,PHX,MRY,598
7737,EWR,MSP,1008
7740,PIT,IAD,182
7763,BWI,OKC,1180
7767,ELP,HOU,677
7770,LBB,DAL,293
7775,TPA,RDU,587
7798,SRQ,LGA,1047
7806,ORD,CAE,667
7809,ORD,XNA,522
7813,PHX,FAT,493
7825,HNL,GUM,3801
7837,MDW,AUS,972
7839,MKE,TPA,1075
7862,ORD,AVP,632
7866,BWI,JFK,184
7879,PHX,SBP,509
7885,RSW,TTN,1028
7889,DCA,EWR,199
7918,SDF,BWI,495
7920,TPA,ROC,1079
7922,ORF,BWI,159
7939,MCO,SYR,1053
7946,FLL,ORH,1211
7948,ATL,SYR,794
7950,ORD,SCE,528
7951,CLE,MKE,328
7953,ATL,MLI,633
7957,HNL,SAN,2614
7958,HNL,SMF,2462
7967,MCO,LBE,824
7971,PVD,EWR,160
7974,IAH,DSM,802
8019,MCO,SAT,1041
8023,OAK,ABQ,889
8062,ABY,ATL,145
8064,BHM,ORD,584
8072,SLC,BUR,574
8073,SFO,RDM,462
8096,SLC,GTF,463
8101,FNT,LAS,1733
8125,TUS,SEA,1216
8126,HNL,SJC,2417
8129,ATL,ALB,853
8138,LGA,GSO,461
8147,SBA,SEA,908
8152,ATL,PVD,903
8153,ATL,ATW,765
8154,EWR,GSP,594
8167,BWI,BNA,587
8169,FLL,STL,1056
8194,DEN,ELP,563
8195,IAD,UST,658
8198,JFK,CLE,425
8200,JFK,CVG,589
8208,SLC,ONT,558
8215,DEN,AMA,359
8219,JAX,IAH,817
8221,GJT,SLC,216
8222,SLC,ABQ,493
8223,SGU,SLC,272
8233,DCA,PHL,119
8238,DAL,LIT,296
8240,HOU,BNA,670
8264,TPA,HPN,1032
8292,SLC,BNA,1404
8310,BNA,RDU,442
8314,LAS,FLL,2173
8317,MKE,LGA,738
8325,SDF,DFW,733
8334,MCO,SWF,989
8337,MSP,JFK,1029
8346,DTW,RIC,456
8347,DTW,PVD,615
8363,ATL,MDT,620
8373,ATL,BQK,238
8374,PSG,WRG,31
8378,DTW,RDU,501
8380,MSP,SBN,411
8391,BWI,CLE,314
8406,STT,EWR,1634
8425,DTW,ABE,425
8431,DFW,JLN,327
8444,SFO,ANC,2018
8472,BOS,BNA,942
8482,LAS,LIT,1294
8487,RDU,PHX,1891
8489,SAT,TPA,972
8490,TPA,BHM,459
8501,SJU,STX,94
8502,RIC,FLL,805
8504,MSP,JAX,1174
8510,MSP,SJC,1576
8517,DTW,OKC,900
8520,MSP,TTN,989
8521,JFK,CMH,483
8522,JFK,IND,665
8523,JFK,ORF,290
8534,BHM,DEN,1083
8542,MSP,BOI,1142
8543,ORD,OAK,1836
8554,DCA,MCI,949
8556,HOU,CLT,920
8560,MCO,SAN,2149
8579,ABQ,SEA,1180
8580,SJU,ORD,2072
8585,TYS,ATL,152
8588,MSP,PHL,980
8589,MSP,GEG,1175
8595,IAH,AEX,190
8613,DTW,EVV,363
8632,STT,PHL,1605
8643,ICT,DAL,333
8659,LIH,OAK,2457
8660,KOA,SJC,2384
8665,MSP,MSO,1013
8667,MSP,ANC,2519
8670,PIB,DFW,462
8687,MSP,BIL,748
8689,DEN,BMI,834
8709,MSY,AUS,444
8716,TPA,MEM,655
8730,SWF,FLL,1118
8737,AVP,ATL,714
8758,DTW,MSN,311
8761,EVV,DFW,642
8777,AVL,EWR,583
8785,BNA,MSY,471
8791,LAS,STL,1371
8793,MDW,GSP,562
8800,SDF,LAS,1624
8820,MSP,BDL,1050
8821,DTW,PDX,1953
8829,MSP,RIC,970
8831,DTW,PIA,346
8837,DTW,CVG,229
8842,DTW,CAK,133
8845,MKE,CLE,328
8851,EWR,GRR,605
8870,FLL,CMH,973
8877,MCO,ROC,1033
8883,HOU,MAF,441
8898,STT,BOS,1693
8905,MSP,CMH,626
8911,DTW,CLE,95
8916,DFW,BIS,977
8922,DTW,SBN,157
8924,GRR,IAH,1042
8936,EWR,SDF,642
8953,PHL,LGA,96
8961,BOS,MKE,860
8962,BWI,IND,516
8982,SFO,RDU,2400
9017,DTW,OMA,651
9019,GRB,ATL,774
9036,MSP,DAY,574
9044,DTW,IND,231
9048,GRK,IAH,166
9058,HSV,DEN,1048
9059,PHL,SFO,2521
9060,PHL,MSY,1089
9067,DEN,ABQ,349
9074,OKC,BWI,1180
9077,ANC,SFO,2018
9092,DTW,CID,430
9095,HNL,LAS,2762
9100,MSP,ICT,545
9120,LFT,DEN,978
9127,CLT,RIC,257
9152,BOS,LGB,2602
9165,ATL,PIA,565
9188,ATL,CHA,106
9189,ILG,MCO,841
9200,DAL,BHM,587
9202,GSP,BWI,426
9203,LAS,ALB,2237
9205,MCI,ABQ,718
9207,PIT,TPA,873
9210,TUL,HOU,453
9243,LGA,CHS,641
9252,OMA,SEA,1368
9259,LGA,DAY,549
9267,IAH,ICT,542
9278,PHL,SAN,2370
9279,CLT,PVD,683
9281,CLT,SYR,603
9285,BNA,PNS,391
9293,MDW,CHS,745
9312,ATL,PDX,2172
9322,TTN,PBI,985
9331,MSP,LAN,455
9360,CAK,LGA,397
9367,MAF,LAS,795
9372,SAN,SAT,1129
9384,OGG,SAN,2541
9394,HNL,JFK,4983
9419,CLT,BUF,546
9424,BNA,JAX,483
9436,STL,MCI,237
9454,WRG,KTN,82
9455,MCI,SEA,1489
9462,ATL,SNA,1919
9469,JFK,BWI,184
9485,LBE,FLL,980
9494,HDN,LAX,763
9505,AUS,BNA,756
9508,BUF,LAS,1986
9522,TPA,SAT,972
9551,CRW,DFW,946
9574,AUS,LBB,341
9583,JAX,MDW,849
9584,LIT,BWI,912
9617,LEX,IAH,828
9621,EWR,RIC,277
9635,KTN,SIT,183
9639,RDU,LAX,2239
9647,FLL,PIT,994
9651,MCI,OAK,1489
9667,MCO,CVG,757
9674,CRW,IAH,975
9681,SDF,LGA,659
9688,XNA,EWR,1131
9696,EWR,OMA,1134
9698,HNL,ORD,4243
9700,BWI,MSY,998
9719,STX,SJU,94
9735,IAD,RSW,891
9782,MCO,SDF,719
9785,RSW,STL,979
9791,PDX,PSP,873
9802,IAD,RIC,100
9803,IAD,SDF,451
9804,FSM,ATL,579
9820,IAD,BNA,542
9831,SLC,DCA,1851
9833,JFK,OAK,2576
9838,HNL,IAD,4817
9840,IAD,SMF,2358
9857,LAS,LBB,775
9886,MSY,BOS,1368
9898,IAD,MCI,926
9899,IAD,GRR,501
9905,JFK,BNA,765
9910,TPA,ACY,913
9918,SLC,RKS,162
9932,IAD,BUF,283
9933,AEX,IAH,190
9935,CID,DEN,692
9949,GEG,BOI,287
9950,LAS,SDF,1624
9952,MCO,MEM,684
9956,ALB,MDW,717
9961,HOU,PNS,488
9977,BOS,PDX,2537
9979,SLC,SAT,1087
9998,MDT,ORD,594
10004,SLC,TUL,926
10006,SLC,LWS,461
10015,ATL,ABQ,1269
10020,IAD,CMH,299
10022,ORD,SGF,438
10030,IAD,TUL,1027
10032,OGG,ORD,4184
10048,PIT,HOU,1131
10062,DCA,PDX,2350
10068,SLC,BOS,2105
10089,PHL,AUS,1430
10119,PHL,STL,814
10129,ADK,ANC,1192
10131,BOS,SJC,2689
10163,IAD,OKC,1136
10180,DCA,AUS,1315
10181,DEN,DAY,1085
10188,MEM,BWI,787
10202,BWI,SEA,2335
10205,IAD,DTW,383
10207,IAD,LGA,229
10213,ORD,PIA,130
10218,STT,FLL,1107
10220,SBA,PDX,784
10224,LAX,ITO,2449
10252,AUS,OAK,1497
10261,ABQ,DEN,349
10266,TPA,MKE,1075
10290,IAD,FLL,901
10297,DFW,CMI,693
10310,BRD,INL,153
10318,IAD,PDX,2327
10322,ORF,IAH,1201
10328,PHL,DCA,119
10342,PHX,BUF,1912
10353,JFK,EGE,1746
10358,JFK,BUR,2465
10362,SLC,MSY,1428
10394,SLC,RAP,508
10396,ORD,COS,911
10398,SJU,IAD,1571
10417,FNT,BWI,452
10440,HNL,ATL,4502
10459,IAH,BOI,1482
10483,IAH,OKC,395
10490,STT,CLT,1520
10491,CLT,SAT,1095
10498,LAS,BUF,1986
10520,DFW,JAC,1047
10526,PHL,SEA,2378
10529,BLI,HNL,2715
10539,RHI,IMT,67
10555,DSM,IAH,802
10566,PHL,IND,588
10577,DEN,JAX,1447
10579,DEN,RDU,1436
10584,MDW,TUL,583
10589,STL,OMA,342
10592,TUL,STL,351
10603,HNL,DFW,3784
10618,JFK,SAT,1587
10661,EWR,DCA,199
10663,PHL,SAT,1496
10675,DEN,BDL,1671
10682,GRR,BWI,528
10689,RDU,HOU,1050
10695,MSY,SFO,1911
10728,LBE,MCO,824
10746,CLT,PWM,813
10750,CLE,BNA,448
10754,MCO,ORF,655
10787,ORD,MOB,779
10793,LAX,RDM,726
10848,MCO,GRR,1024
10851,ABQ,BWI,1670
10875,UST,IAD,658
10877,TTN,IND,610
10881,ORD,MQT,303
10906,CLT,ROC,573
10913,PHL,JAX,742
10917,BWI,LIT,912
10921,GEG,OAK,723
10930,PNS,HOU,488
10933,SAN,TUS,368
10942,OGG,DFW,3711
10954,EGE,LAX,748
10979,MSY,ORD,837
11011,CLT,SAN,2077
11041,ICT,LAX,1203
11060,PHL,RDU,337
11069,BHM,MCO,479
11082,RSW,PIT,966
11093,TPA,SEA,2520
11095,SYR,MCO,1053
11103,STL,TTN,837
11117,EWR,PDX,2434
11129,IAD,PHX,1956
11138,CMH,BNA,337
11143,MKE,MCI,436
11145,ROC,BWI,277
11165,ORD,ABE,654
11188,CLT,PDX,2282
11194,ELP,SAT,496
11200,MCI,HOU,666
11205,SAT,MDW,1036
11218,STL,SEA,1709
11219,MSY,SEA,2086
11221,LAX,MEM,1619
11231,BOI,SAN,749
11236,RKS,GCC,261
11246,ATL,COS,1184
11251,SIT,JNU,95
11295,FLL,SEA,2717
11296,PHX,ANC,2552
11297,SAT,SEA,1774
11302,ORH,FLL,1211
11317,MIA,MEM,859
11320,RSW,LBE,956
11324,LAX,OKC,1187
11331,MSN,EWR,799
11334,GRR,EWR,605
11339,BOS,STL,1047
11362,AUS,SEA,1770
11386,IAH,PDX,1825
11387,IAH,SMF,1609
11392,JFK,SJC,2569
11394,ICT,IAH,542
11414,SAN,RNO,488
11420,CMH,LAX,1995
11427,PHF,DEN,1533
11444,EWR,TYS,631
11465,ORD,RNO,1671
11483,AUS,BOS,1698
11533,MEM,HOU,484
11540,TPA,ISP,1034
11541,TPA,SDF,727
11553,MCO,SEA,2554
11563,ORD,GSO,589
11577,EWR,SAT,1569
11580,DEN,RDM,898
11598,AUS,SJC,1476
11620,BRW,ANC,725
11630,ATL,MHT,952
11637,ATL,EWN,433
11664,ATL,BTV,961
11666,OAK,DFW,1457
11674,CHS,BNA,439
11678,GSP,MDW,562
11681,LAS,TUL,1076
11703,MIA,SEA,2724
11706,SWF,MCO,989
11725,ATL,MBS,683
11748,SJU,DCA,1554
11755,BHM,HOU,570
11781,IND,EWR,645
11786,ATL,GRB,774
11787,IAH,PBI,956
11824,STL,DCA,719
11832,IND,LAX,1814
11842,JFK,PDX,2454
11848,EWR,SBN,637
11852,LAX,GEG,945
11854,DEN,COD,391
11872,BNA,ECP,401
11873,BNA,FLL,793
11877,BOS,MCI,1256
11887,MDW,TUS,1440
11914,ATL,FAR,1123
11916,ATL,SCE,615
11917,BUF,IAD,283
11936,BMI,DEN,834
11956,MSY,BWI,998
11980,ORF,IAD,157
12005,JAX,HOU,816
12010,MDW,PDX,1751
12015,TPA,ALB,1130
12026,LGA,IAD,229
12031,SEA,COS,1068
12073,RDU,STL,667
12075,STL,CMH,409
12077,STL,GRR,382
12078,STL,PHL,814
12079,STL,RDU,667
12095,ATL,CHO,457
12096,JFK,SMF,2521
12100,ATL,RAP,1230
12102,ATL,LNK,841
12113,EWR,TUL,1215
12142,OAK,GEG,723
12167,ATL,SJC,2116
12189,SFO,COS,964
12202,BOS,CAK,549
12214,HOU,MEM,484
12223,LAX,ANC,2345
12241,DTW,TTN,464
12257,ATL,CSG,83
12279,MKE,STL,317
12304,DTW,PIT,201
12312,ATL,AZO,596
12329,DEN,PIA,793
12353,CMH,IAD,299
12391,ATL,LAN,631
12411,DEN,HLN,594
12420,HNL,IAH,3904
12435,MCI,IND,451
12455,MIA,BDL,1194
12482,CVG,BNA,230
12539,JFK,ABQ,1826
12545,JFK,DEN,1626
12552,PBI,TTN,985
12559,CVG,MKE,318
12582,BWI,FNT,452
12583,HOU,CHS,928
12588,MDW,ICT,589
12594,HOU,JAX,816
12601,MIA,SAN,2267
12617,ATL,ELM,717
12629,PBI,ACY,936
12640,SYR,EWR,195
12650,BNA,AUS,756
12655,MDW,SJC,1838
12660,HOU,MCI,666
12662,KOA,DEN,3329
12677,ATL,FSD,954
12697,FLL,MYR,529
12712,HOU,BHM,570
12715,MDW,ONT,1706
12770,HOU,RDU,1050
12773,CLT,SLC,1727
12784,RSW,IAD,891
12792,ANC,ORD,2846
12880,SFO,PSC,620
12892,KTN,JNU,234
12923,ATL,PWM,1027
12948,BWI,GRR,528
12950,DCA,CAK,274
12956,SAN,ABQ,628
13012,FLL,RIC,805
13014,ATL,SMF,2092
13026,ATL,AVP,714
13030,EWR,DSM,1017
13035,BNA,CLE,448
13037,BNA,PIT,462
13046,LIH,DEN,3414
13106,FLL,IAD,901
13160,LGB,BOS,2602
13184,ATL,FSM,579
13219,IND,TTN,610
13246,MDW,ROC,523
13267,MIA,GSO,710
13297,STL,MKE,317
13306,SEA,BLI,93
13320,MIA,RIC,825
13338,EWR,BQN,1585
13349,CVG,PHX,1569
13352,MYR,ACY,466
13356,OAK,JFK,2576
13357,HNL,EWR,4962
13362,DAL,ICT,333
13393,MDW,DSM,306
13424,STL,MSY,604
13458,MIA,BNA,806
13485,BWI,GSP,426
13493,BUR,JFK,2465
13497,TTN,DTW,464
13507,FLL,PBG,1334
13515,HNL,ANC,2777
13516,MCO,PSE,1179
13528,MIA,GNV,294
13543,SJC,BOS,2689
13552,FLL,IAG,1176
13559,IAD,ROC,288
13578,LIH,PHX,2979
13587,HNL,SLC,2994
13654,MCO,BQN,1129
13662,KOA,PHX,2860
13682,TTN,STL,837
13700,ITO,LAX,2449
13725,SAN,MIA,2267
13733,SFO,BWI,2457
13734,SFO,PIT,2254
13736,MYR,BOS,738
13803,HNL,DEN,3365
13805,SFO,MSY,1911
13808,PDX,DTW,1953
13809,SJC,ATL,2116
13821,OGG,DEN,3302
13829,SAN,CVG,1865
13840,SJC,JFK,2569
13848,SEA,CVG,1965
13863,ANC,LAS,2304
13880,ANC,FAI,261
13886,ANC,LAX,2345
13887,HNL,BLI,2715
13896,ANC,DEN,2405
13897,SMF,JFK,2521
13914,LAS,ANC,2304
13919,SMF,ATL,2092
13920,DEN,PBI,1679
13922,FLL,BQN,983
13939,ABQ,JFK,1826
13942,JFK,PSE,1617
13956,PHX,CVG,1569
14036,BQN,FLL,983
14048,FAR,MSP,223
14096,MSO,MSP,1013
14121,ROC,EWR,246
14178,BTV,ATL,961
14221,TUL,EWR,1215
14283,BWI,SFO,2457
14451,BZN,MSP,874
14460,BIL,MSP,748
14498,DSM,EWR,1017
14508,FAR,ATL,1123
14519,CHS,LGA,641
14533,ABE,ORD,654
14877,SBN,EWR,637
15037,TTN,MCO,896
15043,ICT,MSP,545
15052,FSD,ATL,954
15058,GEG,LAX,945
15117,MHT,ATL,952
15121,PWM,ATL,1027
15142,LAN,ATL,631
15144,RAP,ATL,1230
15145,AZO,ATL,596
15147,CID,DTW,430
15152,TPA,ILG,899
15159,LGA,XNA,1147
15281,CAK,DTW,133
15298,RAP,MSP,489
15375,LNK,ATL,841
15380,SCE,ATL,615
15389,LIT,LGA,1085
15438,IAD,MEM,742
15503,TTN,MDW,683
15508,DAY,MSP,574
15527,PIT,SFO,2254
15642,SJC,LIH,2466
15704,BHM,LGA,866
15712,LEX,LGA,604
15714,PBI,DEN,1679
15827,PVD,DTW,615
15837,CAE,LGA,617
15954,MSY,SLC,1428
15978,LAN,MSP,455
16045,CHA,DTW,505
16074,IAH,STL,667
16131,AUS,DTW,1149
16245,LBE,TPA,866
16454,ELM,ATL,717
16470,MBS,ATL,683
16585,EWR,BDL,116
16769,DTW,IAD,383
16850,EWR,BUF,282
16941,DSM,SLC,955
16949,EWR,ROC,246
17026,IAD,GSP,384
17292,MKE,CVG,318
17309,BDL,MSP,1050
17463,DTW,ORF,529
17464,DTW,CHA,505
17656,EWR,BWI,169
17711,MDW,TTN,683
17750,BOS,LGA,184
17828,MEM,IAD,742
17976,MSP,RNO,1405
18205,ILG,TPA,899
18216,LGA,ORF,296
18250,CVG,SAN,1865
18284,CVG,MSP,596
18341,XNA,LGA,1147
18419,SLC,AUS,1086
18579,OAK,KOA,2378
18590,LGA,CAE,617
18616,MCO,TTN,896
18734,MSY,CMH,806
18788,DTW,FWA,128
18916,MSP,MSN,228
18972,JNU,YAK,199
18981,MSP,PSP,1454
19017,GSO,ORD,589
19099,MSP,CID,220
19131,GSP,IAD,384
19236,PDX,LIH,2631
19512,BWI,EWR,169
19646,BDL,EWR,116
19787,LGA,BOS,184
19816,BLI,OGG,2681
19933,ORF,DTW,529
20100,CLT,CHS,168
20250,FWA,ATL,508
20256,ORF,LGA,296
20383,RNO,MSP,1405
20694,LIH,SAN,2676
20715,YAK,CDV,213
20864,ANC,KOA,2874
20976,DTW,TVC,207
20985,SFO,OTH,412
21211,TTN,BNA,706
21371,DTW,MBS,98
21535,EWR,ALB,143
21579,PSP,MSP,1454
21583,IAD,CLT,322
21617,CHS,CLT,168
21667,TTN,UST,801
21864,DEN,MDT,1474
22021,MSP,BIS,386
22124,MCO,BMI,936
22214,MSP,RST,76
22279,CDV,ANC,160
22356,ORD,GSP,578
22433,TVC,DTW,207
22435,DEN,GSO,1370
22613,DTW,LIT,705
22615,DTW,SAT,1214
22636,ATL,RST,831
22657,MBS,DTW,98
22734,DTW,ELM,332
22743,SLC,MSN,1174
22796,DTW,SAV,705
23001,OTH,SFO,412
23194,OGG,ANC,2797
23202,BNA,TTN,706
23231,ALB,IAD,325
23359,MSP,SAT,1097
23790,RST,ATL,831
23989,ATL,DSM,743
24298,DTW,MLI,373
24308,MSP,CWA,175
24373,ANC,ADQ,253
24389,LGA,BTV,258
24394,BMI,MCO,936
24412,ANC,CDV,160
24501,ELM,DTW,332
24543,KOA,OAK,2378
24544,LIH,SJC,2466
24643,LIT,DTW,705
24658,TTN,TPA,955
24708,RST,MSP,76
24826,ATL,FWA,508
24969,UST,TTN,801
25229,MLI,DTW,373
25322,GSP,LGA,610
25616,HNL,PPG,2599
25633,GSP,ORD,578
25688,IAD,PBI,859
25723,SAV,DTW,705
25729,BOS,CVG,752
25730,DSM,ATL,743
25892,CDV,YAK,213
25971,IAD,CHS,441
26047,CWA,MSP,175
