,org_airport,dest_airport,dist
26280,ADQ,ANC,253
26330,ANC,BRW,725
26974,TTN,MKE,701
27001,FWA,DTW,128
27163,SAT,MSP,1097
27307,LGA,LIT,1085
27453,YAK,JNU,199
27478,TPA,LBE,866
27609,MDT,DEN,1474
27622,MSN,SLC,1174
27841,ATL,ONT,1900
27928,OTZ,OME,183
27963,TTN,CLT,484
28045,GSO,DEN,1370
28105,LGA,LEX,604
28188,TPA,TTN,955
28280,CHS,IAD,441
28647,LGA,BHM,866
28734,ATL,OAK,2130
28738,DTW,AUS,1149
28828,CVG,SFO,2036
28832,CVG,BOS,752
28949,MKE,TTN,701
29043,SLC,DSM,955
29092,CVG,LAS,1678
29098,PBI,IAD,859
29156,BRW,SCC,204
29947,DTW,SCE,301
29986,CLT,TTN,484
30101,SCC,ANC,627
30493,SFO,CVG,2036
30513,OAK,ATL,2130
30575,LAS,CVG,1678
30586,ONT,ATL,1900
30598,PPG,HNL,2599
30948,OKC,EWR,1325
31518,TUL,MIA,1168
32547,MCO,OMA,1211
33063,SEA,JAC,621
33111,ORD,PWM,900
33243,JFK,JAC,1894
33378,IAD,JAC,1750
33682,EWR,HDN,1728
33997,ORD,STT,2116
34080,CLE,SJU,1839
34097,MSP,SJU,2404
34213,EWR,BZN,1882
34346,MSP,EGE,788
34672,KOA,ANC,2874
34836,LGA,JAX,833
34868,IAD,HDN,1582
34928,ORD,FCA,1352
34930,ORD,GUC,1031
34934,PHX,MTJ,419
35026,EWR,MTJ,1795
35117,ORF,EWR,284
35176,LGA,EYW,1207
35275,DTW,SJU,1930
35291,MSP,ATW,236
35388,ORD,HDN,1009
35461,OMA,MCO,1211
35649,JFK,PSP,2378
35687,ATL,MSO,1800
35913,JAX,DTW,813
36059,ATL,STX,1638
36248,DEN,MMH,780
36393,MSP,ASE,802
36394,JAC,SEA,621
36485,JAC,IAD,1750
36653,SEA,BZN,543
36811,PWM,ORD,900
36837,CLT,STX,1562
36904,ATW,MSP,236
37067,MTJ,PHX,419
37086,HDN,EWR,1728
37219,DTW,ATW,296
37245,JAC,JFK,1894
37530,GUC,ORD,1031
37558,DFW,MTJ,722
37597,HDN,ORD,1009
37633,IAD,DAY,368
37652,IAD,RDU,224
37845,EGE,MSP,788
37863,SFO,MTJ,791
37871,BZN,EWR,1882
37944,ATW,DTW,296
38059,MMH,DEN,780
38064,JAX,LGA,833
38079,FCA,ORD,1352
38234,HDN,IAD,1582
38376,ASE,MSP,802
38454,MSP,MEM,700
38523,SFO,HDN,838
38604,LAX,MTJ,666
38662,EWR,ORF,284
38671,SEA,HDN,891
38675,MTJ,EWR,1795
38907,DTW,JAX,813
38935,MSO,ATL,1800
39015,DTW,MHT,610
39216,GSO,ROA,84
39412,MTJ,DFW,722
39613,RDU,IAD,224
39626,PSP,JFK,2378
39668,EYW,LGA,1207
39682,BZN,SEA,543
39891,SJU,CLE,1839
40014,MCO,MSN,1109
40158,EWR,PWM,284
40991,MEM,MSP,700
41120,MHT,DTW,610
41290,STT,ORD,2116
41301,MTJ,LAX,666
41366,STX,ATL,1638
41484,SJU,DTW,1930
41652,EWR,BTV,266
41748,SJU,MSP,2404
41913,MTJ,SFO,791
41931,STX,CLT,1562
41988,PWM,EWR,284
42062,MSP,MOT,449
42085,HDN,SFO,838
42148,HDN,SEA,891
42169,PHL,BWI,90
42513,IAD,ROA,177
42700,MSN,MCO,1109
43283,BTV,EWR,266
44228,PHX,DSM,1149
44312,ROA,IAD,177
44466,MSP,MBS,463
44680,MIA,TUL,1168
48075,MBS,MSP,463
48605,DSM,PHX,1149
48613,BWI,PHL,90
48760,DEN,DRO,251
50023,MSP,GFK,284
50408,DRO,DEN,251
50827,DEN,HDN,141
50935,DSM,DTW,534
54650,DTW,CMH,155
55000,MSP,XNA,596
56001,EWR,PIT,319
56238,CMH,DTW,155
56460,DTW,ROC,296
57375,XNA,MSP,596
58146,ROC,DTW,296
58404,PIT,EWR,319
60540,LGA,MCI,1107
60635,LGA,OMA,1148
60656,MSP,AZO,426
60961,SLC,MCI,920
61474,LGA,MHT,195
62716,AZO,DTW,113
62745,MCI,SLC,920
63045,MHT,LGA,195
63121,INL,HIB,86
63556,LEX,DTW,296
63671,MCI,LGA,1107
64223,OMA,LGA,1148
64491,GRR,CVG,268
64493,AZO,MSP,426
64574,GSO,DTW,460
67499,DTW,HPN,505
67769,DTW,ERI,164
68973,CVG,GRR,268
69339,CVG,STL,308
69403,ERI,DTW,164
69637,DTW,AZO,113
70010,HPN,DTW,505
70165,LGA,CVG,585
70538,STL,CVG,308
71502,DTW,HSV,554
72550,MSP,RDU,980
72565,MSP,BMI,375
72900,HSV,DTW,554
73242,DTW,GSP,508
73307,DTW,DAY,166
73417,PIT,LGA,335
73491,EWR,AVP,93
73492,CVG,LGA,585
73511,CVG,MSN,373
73512,CVG,CLT,335
74063,LGA,BUF,292
74395,MSN,CVG,373
74560,BMI,MSP,375
74819,DAY,DTW,166
75207,AVP,EWR,93
75387,CLT,CVG,335
75492,ORD,ROA,531
76167,LGA,PIT,335
76331,CLE,BDL,476
76365,BUF,LGA,292
77082,CLT,MDT,413
77236,MSP,MLI,274
77330,RDU,BDL,532
77410,MSP,LSE,119
77859,PIT,DCA,204
78342,HIB,INL,86
79226,BTV,IAD,441
79234,ROC,IAD,288
79626,MLI,MSP,274
80418,BDL,CLE,476
80460,BDL,RDU,532
80712,CLE,STL,487
80718,LSE,MSP,119
81915,STL,CLE,487
81925,IAD,BTV,441
82602,MDT,CLT,413
82635,BNA,RSW,722
82746,GRR,TPA,1041
84018,TPA,GRR,1041
85246,OAK,DAL,1468
86469,OAK,BWI,2447
87040,EWR,MHT,209
87135,GRR,RSW,1147
87544,DTW,PWM,668
87655,RSW,GRR,1147
88396,DAL,OAK,1468
88666,MHT,EWR,209
89436,CVG,MEM,403
89804,PWM,DTW,668
90210,BWI,OAK,2447
90351,MEM,CVG,403
90814,DCA,PIT,204
91464,RSW,BNA,722
92250,OME,OTZ,183
92827,MSP,FNT,491
94101,IAD,SYR,296
96098,FNT,MSP,491
99099,DTW,MEM,610
100143,MSP,LNK,331
100404,MSP,FCA,1026
100881,MEM,DTW,610
101941,LNK,MSP,331
103280,FCA,MSP,1026
104600,CLT,CMH,347
105517,IAD,HSV,596
106662,CMH,CLT,347
107107,HSV,IAD,596
108144,RIC,CAE,326
142194,PVD,RSW,1200
142204,MKE,MSY,903
144542,BUF,RSW,1144
147047,LGA,SYR,198
147185,MSY,MKE,903
147510,RSW,FNT,1138
147616,DTW,ALB,489
147702,RSW,BUF,1144
148709,RNO,MDW,1680
148935,MDW,RNO,1680
149169,SYR,LGA,198
150399,FNT,RSW,1138
151113,RSW,PVD,1200
151326,ALB,DTW,489
155061,BUF,MSP,735
160232,MSO,BTM,101
240382,FAR,JMS,88
268830,AUS,MSP,1042
275768,DTW,SYR,374
277765,SYR,DTW,374
310532,BTR,DCA,985
335394,RDU,PHF,154
371740,DCA,BTR,985
460034,MHT,PHX,2280
463759,DTW,SDF,306
479649,PIT,JFK,340
480958,CLT,GSO,83
482228,DTW,BGM,378
482398,MSP,HLN,913
483608,HLN,MSP,913
484141,BGM,DTW,378
485053,OMA,PDX,1369
485250,GSO,CLT,83
487088,PHX,MHT,2280
498333,DTW,RST,477
500177,RST,DTW,477
578448,SWF,LGA,52
587976,ANC,IAH,3266
606634,RAP,JMS,291
631603,IAD,MSY,955
634927,PHL,CLE,363
636663,DTW,MYR,636
637696,CLE,PHL,363
638322,MSY,IAD,955
639848,EWR,SRQ,1034
640023,MYR,LBE,456
642578,LBE,MYR,456
643680,SRQ,EWR,1034
644789,MYR,ORD,753
646976,ORD,MYR,753
649695,MSP,FWA,488
650582,DTW,BMI,313
650717,MYR,DTW,636
651175,LGA,GRR,618
651466,DTW,SWF,479
652495,SWF,DTW,479
652783,GRR,LGA,618
653670,BMI,DTW,313
655918,MYR,IAG,650
656293,CVG,XNA,562
658642,IAG,MYR,650
663442,XNA,CVG,562
664745,MSP,PSC,1254
666675,DTW,BGR,750
669979,PSC,MSP,1254
672379,MYR,BWI,399
673632,LGA,IND,660
674289,BWI,MYR,399
675757,MIA,CLE,1080
676814,DTW,ITH,353
677806,ALB,EWR,143
678623,CLE,MIA,1080
683556,BGR,DTW,750
684402,ITH,DTW,353
688681,GJT,ASE,89
689713,DTW,TYS,443
691224,TYS,DTW,443
692248,MSN,LGA,812
692494,CLT,MYR,157
693876,MYR,CLT,157
697681,FWA,MSP,488
711335,LGA,BGR,378
711876,BGR,LGA,378
737302,JAN,PIA,576
760229,CLT,DAB,416
762038,DAB,CLT,416
779632,MCO,PWM,1214
780005,MDW,PBI,1128
780757,MHT,FLL,1262
782793,PWM,MCO,1214
784025,PBI,MDW,1128
784475,FLL,MHT,1262
786737,IAD,ALB,325
790539,IAD,TTN,168
790907,LEX,DCA,414
792776,DCA,LEX,414
905118,PDX,FAT,626
916204,MEM,LAS,1416
918617,CVG,RDU,390
919052,DTW,CHS,667
920708,RDU,CVG,390
921857,CHS,DTW,667
922182,SDF,MSP,604
923300,CVG,BDL,661
926236,BDL,CVG,661
937094,CVG,MCI,539
941817,MCI,CVG,539
941895,CVG,PIT,256
943710,PIT,CVG,256
963333,MCI,MIA,1251
963714,AUS,MIA,1103
963950,SAT,MIA,1143
966762,KOA,SAN,2556
969631,IAH,ECP,572
972369,ECP,IAH,572
975878,SAN,KOA,2556
976169,CLT,SMF,2244
976800,MIA,MCI,1251
976933,IAH,PIA,802
977648,MIA,SLC,2088
977738,MIA,SAT,1143
977831,MIA,AUS,1103
979361,SMF,CLT,2244
979610,SLC,MIA,2088
980084,PIA,IAH,802
996279,LAS,MEM,1416
998253,PVD,PBI,1148
998867,PNS,MDW,781
998870,LAS,BDL,2297
999153,MSY,SAT,494
999341,SAT,MSY,494
999851,HOU,SJU,1997
1000035,TPA,DAY,828
1000366,PIT,PBI,952
1000693,MCI,RSW,1155
1001867,ALB,RSW,1205
1002191,DAL,ECP,674
1002320,ECP,STL,634
1002563,DAY,TPA,828
1002572,RSW,ALB,1205
1002957,STL,ECP,634
1003275,IND,LGA,660
1003352,ECP,DAL,674
1003425,STL,SAN,1557
1004396,SJU,HOU,1997
1005019,BDL,LAS,2297
1005678,SAN,STL,1557
1005833,RSW,MCI,1155
1006356,PBI,PIT,952
1007679,PBI,PVD,1148
1008163,MDW,PNS,781
1015440,RSW,ISP,1101
1019644,ISP,RSW,1101
1056028,BWI,CVG,430
1063771,TYS,LEX,157
1087186,MYR,PHL,473
1089725,PHL,MYR,473
1090362,ACY,BOS,274
1100783,BOS,ACY,274
1108138,MSP,BUF,735
1111828,TYS,CLL,801
1115936,ORF,DCA,143
1119763,MYR,CRW,356
1121588,CRW,MYR,356
1188761,MSP,SYR,860
1192716,SYR,MSP,860
1401507,MSP,PIA,342
1403529,BQN,FLL,982
1403541,FLL,CLT,632
1404057,OAK,SEA,672
1404146,SEA,OAK,672
1404320,MDW,FLL,1167
1404553,FLL,IAH,966
1404704,EVV,ORD,272
1404714,PIA,MSP,342
1404849,BUF,FLL,1166
1405194,FLL,LAX,2343
1405491,FLL,STL,1057
1405647,IAH,FLL,966
1405839,CMI,DFW,692
1405877,FLL,MDW,1167
1405897,DFW,MEM,431
1405936,CLT,FLL,632
1406136,MEM,DFW,431
1406577,FLL,SFO,2584
1406690,SFO,FLL,2584
1407211,ORD,EVV,272
1407419,OAK,BOI,512
1407626,BOI,OAK,512
1408546,LAX,FLL,2343
1408874,FLL,BUF,1166
1409211,STL,FLL,1057
1412481,CVG,RIC,413
1415750,RIC,CVG,413
1418737,DFW,CMI,692
1437207,FLL,BQN,982
1452187,CVG,BWI,430
1472630,LGA,AGS,678
1475768,AGS,LGA,678
1480396,IAH,AGS,821
1482599,BIL,COD,92
1484994,IND,PHL,588
1493216,JFK,PIT,340
1501113,ORF,MSP,1045
1512200,IAD,AUS,1297
1514698,MSP,GTF,887
1517035,GTF,MSP,887
1517576,SMF,DAL,1442
1518594,MEM,DAL,423
1518841,AUS,IAD,1297
1519139,DAL,MKE,850
1520259,DAL,SEA,1670
1520431,DAL,PDX,1626
1522737,DAL,MEM,423
1523453,LAS,JAX,1965
1523654,CMH,DCA,323
1523655,DAL,CMH,919
1523740,JAX,LAS,1965
1524472,PDX,DAL,1626
1524482,SEA,DAL,1670
1524693,DAL,IND,755
1525571,IND,DAL,755
1527420,SJC,DAL,1450
1527517,CMH,DAL,919
1527656,DCA,CMH,323
1529627,DAL,SJC,1450
1529791,DAL,SMF,1442
1530454,MKE,DAL,850
1568330,SAN,MKE,1739
1570147,HOU,RSW,853
1570692,DAL,CHS,977
1574198,CHS,DAL,977
1574210,MKE,SAN,1739
1576838,RSW,HOU,853
1630833,TTN,ORD,693
1632801,ORD,TTN,693
1646598,ACY,ATL,679
1647601,ORD,ACY,720
1647751,LBE,LAS,1954
1648447,IAH,OAK,1628
1648567,DFW,MYR,1048
1649128,DTW,ACY,497
1651329,OAK,IAH,1628
1652052,MYR,PBG,811
1652873,MYR,DFW,1048
1654884,PBG,MYR,811
1655407,CLE,MYR,557
1657739,ACY,DTW,497
1657816,ACY,ORD,720
1657903,MYR,CLE,557
1662192,ATL,ACY,679
1662553,LAS,LBE,1954
1714902,EWR,JFK,21
1838635,BNA,MOB,385
1870551,CVG,DCA,411
1873289,DCA,CVG,411
1882719,CLT,SDF,335
1883703,CLE,SEA,2021
1884845,SDF,CLT,335
1887792,LGA,MEM,963
1888562,SEA,CLE,2021
1890481,DSM,LGA,1031
1893123,SFO,OMA,1433
1894370,BOI,SEA,399
1895467,SEA,BOI,399
1903024,MSP,ALB,980
1906469,ALB,MSP,980
1911104,MCO,ABQ,1553
1913378,ABQ,MCO,1553
1916499,LGA,PWM,269
1919519,PWM,LGA,269
1921535,OMA,SFO,1433
1923472,HOU,SEA,1894
1925485,SEA,HOU,1894
1967963,SFO,SMX,216
1968751,SMX,SFO,216
1984670,FSD,LNK,189
1984910,MCI,LNK,152
1993095,JFK,ACK,199
1993303,ORD,LBE,459
1994881,ACK,JFK,199
1995118,DCA,PVD,356
1996610,LBE,ORD,459
1997201,PVD,DCA,356
1997951,PHL,PDX,2406
2001440,PDX,PHL,2406
2028504,EWR,OKC,1325
2052577,MCI,AUS,650
2105247,BOS,ACK,91
2106274,MSP,TVC,376
2106702,ACK,BOS,91
2106886,JFK,MVY,173
2108728,MVY,JFK,173
2109060,TVC,MSP,376
2112765,LGB,ANC,2360
2114987,ANC,LGB,2360
2123513,SGF,HYS,339
2127517,MSP,FAI,2466
2128045,SEA,SIT,861
2131041,FAI,MSP,2466
2133132,SIT,SEA,861
2222678,IAH,ANC,3266
2226688,BOS,OAK,2694
2229138,OAK,BOS,2694
2239323,ATL,ANC,3417
2244151,ANC,ATL,3417
2244621,SLC,ANC,2125
2246284,ANC,SLC,2125
2335086,JFK,RNO,2411
2338944,RNO,JFK,2411
2338960,TUL,AUS,426
2391198,ORD,PSP,1651
2391823,SLC,WYS,273
2393672,WYS,SLC,273
2395484,PSP,ORD,1651
2408198,SLC,XNA,1004
2412286,XNA,SLC,1004
2430567,LGA,MSN,812
2438168,MIA,JAX,335
2439858,IND,SLC,1355
2440087,JAX,MIA,335
2446658,DFW,ANC,3043
2447150,ORD,FAI,2785
2448334,SLC,IND,1355
2449087,PHL,SMF,2458
2449127,MSP,ORF,1045
2451607,FAI,ORD,2785
2451642,CLT,ABQ,1449
2451930,ANC,DFW,3043
2452377,LGA,ILM,500
2452657,SMF,PHL,2458
2453387,ABQ,CLT,1449
2454085,ILM,LGA,500
2462854,MSP,LEX,650
2466226,LEX,MSP,650
2474076,IAH,STT,2070
2475445,ATL,FCA,1842
2476343,IAH,RAP,1058
2476661,CLE,CHS,595
2478291,FCA,ATL,1842
2478795,RAP,IAH,1058
2479018,CHS,CLE,595
2480084,STT,IAH,2070
2488634,GEG,MDW,1511
2489196,LAX,OMA,1330
2489273,BWI,PDX,2358
2490046,ANC,DLG,329
2490064,OAK,BNA,1959
2490068,BNA,SEA,1978
2491118,SEA,BNA,1978
2492113,DLG,ANC,329
2492666,PDX,HOU,1843
2492743,PDX,BZN,554
2493127,PDX,BWI,2358
2493135,HOU,PDX,1843
2493624,BNA,OAK,1959
2493979,MDW,GEG,1511
2494765,MSY,OAK,1903
2494826,ANC,AKN,288
2494942,OAK,MSY,1903
2494944,OMA,LAX,1330
2495705,MDW,BOI,1448
2495769,JNU,GST,41
2496148,BZN,PDX,554
2496496,BOI,MDW,1448
2496777,AKN,ANC,288
2497087,GST,JNU,41
2586566,LGA,TVC,655
2589932,SLC,HOU,1214
2590422,LAS,MHT,2356
2591945,TVC,ATL,769
2592487,TPA,ORF,717
2592809,DEN,ALB,1610
2592974,MDW,PWM,895
2592995,ATL,TVC,769
2593717,MSP,IDA,939
2594259,ORF,TPA,717
2595002,TVC,LGA,655
2595482,PWM,MDW,895
2595639,IDA,MSP,939
2595719,MSN,CID,149
2599039,MHT,LAS,2356
2599727,ALB,DEN,1610
2601439,HOU,SLC,1214
2602347,MSN,CWA,114
2602454,FSD,LAR,482
2617523,SLC,MEM,1262
2622499,MEM,SLC,1262
2628716,MCI,DLH,536
2633286,OMA,DCA,1012
2640585,SWF,TPA,1047
2663108,BOS,MVY,70
2664542,MVY,BOS,70
2677782,JFK,HYA,196
2679591,HYA,JFK,196
2683681,BOS,SMF,2636
2687735,SMF,BOS,2636
2699608,DCA,ACK,405
2701730,ACK,DCA,405
2718797,ORD,COD,1077
2724186,COD,ORD,1077
2725551,EWR,MYR,550
2728349,MYR,EWR,550
2829779,LGA,BZN,1894
2833014,BZN,LGA,1894
2840820,PDX,AUS,1715
2841442,AUS,SNA,1209
2842181,IND,BOS,818
2843403,SNA,MDW,1731
2845449,BOS,IND,818
2846426,MSO,ORD,1332
2847179,AUS,STL,721
2849484,SNA,AUS,1209
2849991,STL,AUS,721
2850232,MDW,SNA,1731
2852540,AUS,PDX,1715
2894693,PDX,STL,1708
2895087,SEA,OKC,1519
2895895,DEN,OTH,1040
2898600,OTH,DEN,1040
2901259,STL,PDX,1708
2901623,OKC,SEA,1519
2911855,SFO,MSO,769
2915580,MSO,SFO,769
2921570,ORD,BIL,1060
2925050,BIL,ORD,1060
2937732,EWR,TVC,644
2940021,TVC,EWR,644
2948056,EWR,ANC,3370
2950797,ANC,EWR,3370
3069326,IAD,SAT,1362
3071257,SAT,IAD,1362
3181612,LFT,BHM,385
3203782,RST,CLE,569
3411311,DRO,PHX,353
3412950,DEN,DRO,250
3413775,PHX,DRO,353
3414533,DRO,DEN,250
3443695,MEM,LGA,963
3480403,DCA,HSV,613
3481995,HSV,DCA,613
3490132,DCA,RDU,227
3491732,RDU,DCA,227
3493698,DCA,SYR,298
3495093,SYR,DCA,298
3537231,DCA,PNS,816
3538967,PNS,DCA,816
3542253,DCA,GSP,396
3544272,OMA,DAL,585
3544861,SLC,DAL,999
3544933,RDU,DAL,1052
3545239,BOS,CMH,640
3545710,CMH,OAK,2110
3546233,CMH,BOS,640
3546238,DTW,DAL,981
3546254,GSP,DCA,396
3547173,DAL,BOS,1554
3547613,DAL,PHL,1295
3548785,DAL,CLT,926
3549063,DAL,PIT,1060
3550369,OAK,CMH,2110
3552357,BOS,DAL,1554
3552368,PHL,DAL,1295
3552792,CLT,DAL,926
3553166,PIT,DAL,1060
3553397,DCA,SDF,474
3555667,DAL,RDU,1052
3555768,SDF,DCA,474
3555829,DAL,DTW,981
3555909,DAL,SLC,999
3556343,DAL,OMA,585
3654277,SAV,BQK,62
3691195,CHS,OKC,1020
3691388,SBN,COS,990
3693510,PHL,PVD,237
3696331,PVD,PHL,237
3699548,DCA,PWM,482
3702016,PWM,DCA,482
3778392,BOI,PDX,344
3782865,DCA,HPN,234
3784693,HPN,DCA,234
3787419,FAT,SAN,314
3789109,SAN,FAT,314
3789823,SBN,CVG,203
3796807,FAT,PDX,626
3806488,GSP,RIC,328
3889431,FCA,MSO,97
3891189,LAX,MSN,1687
3892868,SFO,MSN,1772
3895498,BOS,MSN,932
3897771,IAH,MSN,966
3899155,IAD,MSN,684
3932662,IND,RDU,489
3963423,MSN,BOS,932
3965146,MSN,IAH,966
3966321,MSN,LAX,1687
3968021,MSN,SFO,1772
4002521,SBN,IAH,953
4102302,PHL,RIC,198
4102577,RIC,PHL,198
4174094,EWR,PHL,80
4329913,PHX,LGB,355
4331873,LGB,PHX,355
4871953,CHO,ORD,566
4871996,CWA,ORD,213
4872106,CLE,ORD,316
4872350,EAU,ORD,269
4872353,CMX,ORD,360
4872366,ORD,CLE,316
4872420,CVG,ORD,264
4872617,TYS,DFW,771
4872729,CAK,EWR,382
4872759,AUS,ORD,977
4872918,ABE,ORD,655
4873031,ORD,CVG,264
4873201,GSP,ORD,577
4873316,BDL,PHL,196
4873365,ORD,AUS,977
4873368,CAE,ORD,666
4873654,BUF,ORD,474
4873808,XNA,SFO,1550
4873814,ORD,BUF,474
4874192,DFW,TYS,771
4874294,ORD,CHO,566
4874354,IAD,ORD,588
4874618,SEA,RDU,2354
4874653,ORD,SDF,286
4875380,ORD,EAU,269
4875397,PHL,CHS,550
4876308,ORD,CMX,360
4876529,ORD,IAD,588
4876684,ORD,GSP,577
4876802,SEA,PSC,172
4877742,SDF,ORD,286
4877852,CHS,PHL,550
4878252,ORD,CWA,213
4878758,PSC,SEA,172
4878924,EWR,CAK,382
4879294,SFO,XNA,1550
4879647,ORD,ABE,655
4879742,ORD,CAE,666
4880124,MOB,ORD,778
4883659,RDU,SEA,2354
4884913,ORD,MOB,778
4885715,PDX,BOI,344
4886453,PHL,BDL,196
4904082,PLN,CIU,49
4938234,SGF,CLT,708
4942546,CLT,SGF,708
4942805,MSP,HNL,3972
4949337,HNL,MSP,3972
4970278,TUS,HOU,945
4975361,HOU,TUS,945
5090536,CHS,ABE,592
5095991,CAK,LAS,1846
5099009,LAS,CAK,1846
5111792,SEA,CHS,2415
5121381,CHS,SEA,2415
5148349,GSO,CRW,181
5163767,FLL,CHS,470
5167001,CHS,FLL,470
5202615,LBB,AMA,107
5205038,MCI,SNA,1342
5207171,SNA,STL,1569
5213077,STL,SNA,1569
5215740,SNA,MCI,1342
5235120,MIA,PBI,62
5241089,HOU,LBB,474
5243036,LBB,HOU,474
5299037,IAH,BDL,1507
5307802,BDL,IAH,1507
5312234,DTW,CRW,281
5313846,CRW,DTW,281
5320465,TPA,SLC,1888
5322889,SLC,TPA,1888
5324864,RDU,IND,489
5342403,DSM,PHX,1150
5344740,JNU,YAK,198
5345009,DTW,DSM,533
5346428,DSM,DTW,533
5347652,PHX,DSM,1150
5352793,YAK,JNU,198
5411694,MEM,AUS,559
5413488,AUS,MEM,559
5421750,CWA,ATW,67
5426991,CLE,SCE,213
5437069,STL,PIA,137
5504677,EUG,BOI,351
5522890,BOI,EUG,351
5545183,SWF,PBI,1077
5551575,GCC,RAP,125
5606912,TPA,SFO,2393
5608551,OAK,FLL,2576
5617499,LGA,DSM,1031
5620066,BIL,SEA,664
5620714,MSO,SEA,389
5623431,LGA,MTJ,1810
5626968,EGE,SLC,279
5627107,MTJ,LGA,1810
5629263,DTW,MQT,349
5630874,MQT,DTW,349
5632978,SEA,BIL,664
5634025,SEA,MSO,389
5672254,GRK,MEI,542
5693081,CRP,ATL,876
5700787,SWF,RSW,1120
5715573,ORD,GJT,1100
5716341,ATL,GJT,1391
5789445,MSN,SAN,1672
5793939,MIA,GSP,637
5794480,OKC,FLL,1218
5796607,GSP,MIA,637
5799339,MIA,OKC,1222
5801064,LRD,HRL,144
5802350,OKC,MIA,1222
5814476,CID,LAX,1550
